input,output,delay,api_delay,success
300962,548.6000364564334,114.78972434997559,112.23403032345928,True
52944,230.0956322923145,185.42766571044922,183.35712008479126,True
719013,847.946342642033,126.51562690734863,124.24351951591747,True
763376,873.7139119872134,138.8530731201172,137.14817734776383,True
615346,784.4399275916544,105.79800605773926,104.11145867878972,True
710305,842.7959420880003,160.39299964904785,157.00030730470482,True
637775,798.6081642457708,190.35720825195312,186.6161107763103,True
580374,761.8228140453658,142.716646194458,139.13427596287025,True
548014,740.2796768789482,163.86723518371582,160.787478959483,True
654627,809.0902298260683,190.3676986694336,187.09054109077857,True
635356,797.0922154932891,125.11086463928223,122.81809022173707,True
144166,379.6919804262397,158.74052047729492,156.2497539208842,True
791982,889.9337053960818,172.54948616027832,169.07004190271914,True
712008,843.805664830475,116.96624755859375,114.44397456865272,True
59807,244.55469735828015,117.39492416381836,114.76952996772225,True
557172,746.4395487914611,123.31509590148926,120.47087964792203,True
759165,871.300751749934,109.85660552978516,104.50596858900388,True
894829,945.954015795694,142.41862297058105,140.32590643924175,True
925627,962.095109643532,149.75857734680176,146.94462935189685,True
181232,425.71351869537807,108.79850387573242,105.67680960033785,True
568803,754.1902942891801,182.3751926422119,177.9168277634082,True
585428,765.1326682347317,113.48628997802734,109.58188875374293,True
188858,434.5779561827774,174.44491386413574,170.2833139507675,True
546379,739.1745396048216,181.38957023620605,179.47993221167653,True
547710,740.0743205921957,159.19160842895508,154.6636385315464,True
509980,714.1288399161597,163.9251708984375,160.63386797941124,True
130125,360.72842970855515,157.5920581817627,153.54587612191972,True
384809,620.3297510195687,104.14242744445801,100.00980393906015,True
985185,992.5648593416956,149.98483657836914,147.07917935571393,True
608532,780.0846107955214,192.95954704284668,189.66546554478018,True
29444,171.5925406304132,142.74358749389648,139.5907331956355,True
523464,723.508120203222,131.53338432312012,128.82068592455013,True
45656,213.6726468221892,136.37757301330566,134.27952865610425,True
669684,818.3422266998081,181.93554878234863,179.38389815139345,True
116028,340.62883025369416,152.41217613220215,149.0569389201073,True
718728,847.7782728992293,111.12666130065918,108.15575928442226,True
585189,764.9764702263724,187.93702125549316,184.8708524919192,True
41390,203.44532435030303,146.4402675628662,143.32860308016487,True
304408,551.7318189120508,107.05018043518066,105.37429153432174,True
166041,407.481287913936,106.64653778076172,104.71748057461733,True
541791,736.0645352141346,154.1004180908203,150.86589892939296,True
729187,853.9244697278559,168.60485076904297,166.1194281028097,True
496847,704.8737475605117,168.58792304992676,165.9269998513902,True
925123,961.8331456131048,105.37552833557129,102.34362802343429,True
829212,910.6107840345402,105.25155067443848,102.61536135618071,True
173649,416.71213085294266,147.67861366271973,144.49734823101468,True
72500,269.2582403567252,136.8846893310547,134.0184584472478,True
778922,882.5655782999924,126.76644325256348,123.92324869663341,True
639749,799.8431096158796,174.49164390563965,171.47529959812775,True
300620,548.2882453600478,131.70742988586426,129.35070064790798,True
222958,472.18428605789074,176.75399780273438,173.4008467406817,True
55208,234.96382700322192,148.09632301330566,145.23174176733966,True
630809,794.2348519172399,157.31263160705566,153.6296913884709,True
754845,868.8181627935733,174.97777938842773,172.44495936326575,True
896955,947.077082396148,113.51370811462402,111.48856453380708,True
330930,575.265156254053,125.56147575378418,121.73078007219588,True
952055,975.7330577570897,131.7918300628662,130.07109439209623,True
347523,589.5108141501731,117.74897575378418,113.6925514255145,True
525401,724.845500779304,148.23603630065918,145.45697920257902,True
505066,710.6799560983833,185.59002876281738,181.79179438617516,True
738525,859.3747727272427,137.48478889465332,134.25228471998662,True
90928,301.5427001271959,182.4326515197754,180.04433463690603,True
569789,754.8436924291016,150.4673957824707,148.29966799271008,True
358861,599.0500813788443,135.93292236328125,133.5663806396965,True
117758,343.15885534253664,128.94129753112793,126.84141324296178,True
666133,816.169712743618,147.65524864196777,144.89633666385248,True
369093,607.5302461606335,174.05414581298828,170.6250975385588,True
85356,292.15749177455643,153.63264083862305,151.0616222054282,True
298150,546.0311346434377,149.02210235595703,145.93580267770574,True
697407,835.1089749248298,123.90446662902832,120.41787143892245,True
876149,936.0283115376373,189.58258628845215,187.4695761930159,True
112905,336.0133925902359,181.27012252807617,179.76897214828963,True
196540,443.3283207736677,128.34906578063965,125.09093901230173,True
19170,138.4557691105719,187.20245361328125,184.0321046628276,True
600574,774.9670960756979,177.86669731140137,175.14824851409307,True
848808,921.3077661672021,119.63796615600586,116.43414570403888,True
399614,632.1502985841263,173.98691177368164,170.9092767411397,True
845594,919.5618521883125,169.0809726715088,167.46486588033406,True
84591,290.8453197147927,182.20996856689453,178.74208990917063,True
174614,417.86840033675674,113.56639862060547,111.39974662512628,True
892897,944.9322727052981,165.4667854309082,161.67969543805626,True
856138,925.2772557455414,125.72836875915527,121.94259008591278,True
8071,89.83874442577657,111.30595207214355,107.97859616131699,True
523795,723.7368306228445,140.43426513671875,137.39100556699134,True
497249,705.15884735285,121.64831161499023,119.32273521239003,True
457153,676.1309044852187,144.92058753967285,142.48367708919753,True
464367,681.4447886659638,159.21854972839355,156.31492575286177,True
144454,380.0710459900885,150.09236335754395,145.82862384410294,True
565573,752.0458762602186,139.07337188720703,135.09331382136634,True
113111,336.3197882967935,111.59944534301758,107.57882489679885,True
115780,340.2646029195514,118.44348907470703,116.74038152705518,True
7288,85.36978388165218,177.04224586486816,174.63112000216498,True
350280,591.8445741915693,167.91892051696777,165.31311911670758,True
21445,146.44111444536333,115.24105072021484,112.27639232070347,True
81906,286.19224308146437,156.55779838562012,154.0172118893597,True
775684,880.729243297848,145.6136703491211,142.50801932261888,True
923696,961.0910466755998,188.54522705078125,186.47360212834806,True
695908,834.2110044826788,135.15353202819824,133.11124333952185,True
651025,806.8612024381889,120.46313285827637,117.13186700814256,True
461730,679.5071743550616,120.59783935546875,117.35268913798942,True
873853,934.801048352001,142.1515941619873,139.29156026367977,True
515509,717.9895542415642,131.30450248718262,128.12602523805316,True
899398,948.3659631176142,167.07897186279297,164.03564404953664,True
167140,408.8275920238261,169.21091079711914,165.86312460985326,True
75725,275.1817581163403,151.93557739257812,149.41371511367282,True
811661,900.9223051961806,142.57287979125977,139.78948522163648,True
690591,831.0180503454784,127.61521339416504,123.58252131443692,True
649787,806.093667013952,149.24860000610352,145.90739451326823,True
972189,985.99645029787,140.39921760559082,138.1148414465444,True
541330,735.751316682478,181.27155303955078,178.03082044911477,True
72557,269.3640659033792,128.23724746704102,124.7718064518583,True
324220,569.4031963380606,139.312744140625,135.79009964448377,True
215411,464.1239058699735,183.69150161743164,180.9103013876451,True
864544,929.8085824512484,108.72268676757812,106.79223416160767,True
618913,786.7102389062951,103.39570045471191,100.58187461986452,True
54229,232.8712090405338,188.38000297546387,185.3828166208007,True
354059,595.0285707426157,142.8835391998291,141.18859564425333,True
91091,301.8128559223414,121.551513671875,118.60234159613721,True
170408,412.805038728938,138.6411190032959,135.46181858582506,True
123753,351.7854459752421,183.52651596069336,181.4004217385089,True
188610,434.2925281420347,125.13494491577148,122.77852440978668,True
209402,457.6046328436809,110.9457015991211,108.05780520725303,True
960668,980.1367251562407,184.28707122802734,181.34768380026472,True
912610,955.3062336235433,107.70726203918457,105.11279900058588,True
989016,994.4928355699703,112.94198036193848,109.44022601003556,True
896738,946.9625124575946,191.65515899658203,189.79062681039665,True
20088,141.7321417322126,112.47491836547852,110.18013097605996,True
57374,239.5287039166705,184.77344512939453,181.84181405066147,True
736521,858.2080167418619,164.20674324035645,161.08931856516878,True
892299,944.6157949134664,161.26537322998047,157.8248316252348,True
918741,958.5097808577647,131.7446231842041,129.15352189174695,True
489607,699.7192294056238,105.8342456817627,103.00892990408767,True
549868,741.5308489874174,108.86502265930176,106.11739938200647,True
654216,808.8362009702582,169.43049430847168,167.21596997764263,True
740597,860.5794559481419,135.6196403503418,131.94598657156297,True
396932,630.0253963135137,135.84280014038086,133.47275878993108,True
335973,579.6317796670572,135.97512245178223,131.6934065343484,True
918844,958.5635085898065,158.42366218566895,155.17348033170674,True
42972,207.29688854394317,165.99225997924805,162.76939898984094,True
904536,951.070975269459,150.2695083618164,147.81418744652544,True
506977,712.0231737801797,191.6799545288086,188.25939541897014,True
901572,949.5114533274467,103.60360145568848,101.43697664039544,True
547737,740.0925617785927,114.95590209960938,112.03816940998311,True
240583,490.4926095263822,191.0688877105713,188.57723243338796,True
811089,900.6047967893576,117.16699600219727,114.34146553428694,True
372686,610.4801389070738,156.70275688171387,153.98707135866115,True
218538,467.48048087593986,106.53901100158691,104.37985758430246,True
983073,991.5003782147539,134.43851470947266,131.25547735481732,True
57328,239.43266276763495,149.74308013916016,148.29808925531196,True
474045,688.5092591969988,138.64731788635254,136.3708810732513,True
260257,510.1538983483317,183.26783180236816,180.35822832016413,True
803326,896.2845530298957,155.34400939941406,152.80557144948324,True
573562,757.3387617176345,134.8435878753662,130.86320340485472,True
131548,362.6954645429137,132.63988494873047,129.77871292030312,True
58287,241.42700760271208,123.01445007324219,120.67946713681421,True
566532,752.6832002907996,163.62762451171875,161.45416021105666,True
654067,808.7440880773102,127.48479843139648,123.58694427457148,True
661136,813.1026995404701,113.45720291137695,110.48173069161801,True
637997,798.7471439698548,170.68815231323242,168.42196035885138,True
467710,683.8932665262906,158.8609218597412,155.86191651543362,True
996720,998.3586529899964,133.62956047058105,129.71489238094554,True
952982,976.2079696458127,180.0549030303955,177.4953015600999,True
457041,676.0480752135901,119.53139305114746,117.2962378135586,True
362181,601.8147555519057,191.544771194458,189.52660585280577,True
515098,717.7032813078117,187.38174438476562,184.78083501180924,True
261887,511.74896189440386,115.87953567504883,114.35503188243072,True
680666,825.0248481106494,153.8684368133545,150.67537321428756,True
504493,710.2767066432631,121.2625503540039,117.08815052685911,True
584397,764.4586319742881,134.7806453704834,131.84109075397043,True
874985,935.4063288218655,152.71663665771484,148.8886715385831,True
337520,580.9647149354253,181.63752555847168,177.81008600987536,True
459119,677.5832052227977,173.42352867126465,170.40912126068292,True
597070,772.7030477486161,119.25983428955078,115.6249163848732,True
181824,426.4082550795657,173.5689640045166,170.81465530338969,True
927232,962.9288654931889,148.54097366333008,145.28335752038572,True
164629,405.744993807687,114.61234092712402,111.17223796148262,True
227298,476.75780014594415,153.61809730529785,151.0213047253324,True
349908,591.5302190082938,191.00022315979004,188.4384495794205,True
308495,555.4232620263577,148.3595371246338,146.11756338461763,True
987968,993.9657941800613,112.1368408203125,110.1161128910148,True
815041,902.7962117776082,139.17851448059082,134.9608334466552,True
53442,231.17525819170183,115.48709869384766,112.99571470631392,True
946489,972.8766622753369,115.48495292663574,112.38043082563543,True
113715,337.2165476366781,167.08016395568848,164.36334504797045,True
552914,743.5818717532052,121.72317504882812,119.87050063579969,True
256990,506.9418112564794,135.98990440368652,132.87547794613374,True
85459,292.33371341670465,141.86930656433105,139.83956272942072,True
246644,496.63266102824934,120.76258659362793,116.77621867145143,True
762902,873.4426140279623,157.58490562438965,155.1615617211305,True
812938,901.6307448174114,190.5651092529297,187.8413359824962,True
225028,474.3711626985772,130.34844398498535,127.02742233532938,True
507243,712.2099409584227,111.8621826171875,108.68688937556112,True
491456,701.0392285742646,109.86208915710449,106.22188022649941,True
657531,810.8828522049286,173.13122749328613,169.82773410957924,True
400524,632.8696548263315,118.25370788574219,114.90377865410147,True
451165,671.688171698743,115.14902114868164,112.42618775092909,True
866480,930.8490747699113,187.14332580566406,183.8283577025366,True
674019,820.9866015959091,122.86853790283203,119.40448191885581,True
468610,684.5509477022144,188.73047828674316,185.66811163984897,True
899893,948.6269024226542,124.73320960998535,121.79571784141213,True
793845,890.9797977507683,161.61370277404785,158.36519048529811,True
556366,745.899457031576,149.65176582336426,145.8354569871042,True
839311,916.1391815657706,183.74037742614746,181.84390180915804,True
474835,689.082723626126,162.22524642944336,159.99642094595134,True
332014,576.2065601848004,154.44207191467285,151.1689826056686,True
49721,222.98206205881226,124.46427345275879,122.2102939654138,True
